Atualização;n;Abrangência2;Abrangência1;UF;Município;Empreendimento;Eixo;Subeixo;Modalidade;Classificação;Estágio;Estimativa do valor total do empreendimento no Novo PAC (2023-2030) (R$);Percentual de execução do empreendimento (%);Tipo de Executor
jul/25;613;Intra Estado;Município;RS;Bento Gonçalves;Saneamento integrado no bairro Recanto da Aurora;Cidades Sustentáveis e Resilientes;Esgotamento sanitário;Retomada, conclusão e novas obras;Obra;Concluído;0,00;100;Municipal
jul/25;622;Intra Estado;Município;RS;Porto Alegre;Centro Comunitário pela Vida;Infraestrutura Social e Inclusiva;Segurança Pública com Cidadania;Seleção 2023 - Centros Comunitários pela Vida - CONVIVE;Obra;Em ação preparatória;15.700.000,00;;Municipal
jul/25;637;Intra Estado;Município;RS;Bagé;Barragem Arvorezinha;Água Para Todos;Infraestrutura Hídrica;Barragens;Obra;Em execução;66.509.301,00;37,3;Municipal
jul/25;639;Intra Estado;Municípios;RS;São Gabriel, Lavras do Sul;Barragem Arroio Jaguari;Água Para Todos;Infraestrutura Hídrica;Barragens;Obra;Em execução;18.269.012,00;83,7;Estadual
jul/25;641;Intra Estado;Município;RS;Dom Pedrito;Barragem Arroio Taquarembó;Água Para Todos;Infraestrutura Hídrica;Barragens;Obra;Em execução;37.256.038,00;60;Estadual
jul/25;644;Intra Estado;Município;RS;Porto Alegre;Restauração do Mercado Público Etapa 03;Infraestrutura Social e Inclusiva;Cultura;Retomada, conclusão e novas obras do Patrimônio Histórico;Obra;Em licitação / Leilão;16.055.054,44;;Municipal
jul/25;660;Intra Estado;Município;RS;São Miguel das Missões;Requalificação urbanística do entorno do Sítio Arqueológico de São Miguel Arcanjo;Infraestrutura Social e Inclusiva;Cultura;Retomada, conclusão e novas obras do Patrimônio Histórico;Obra;Concluído;2.625.645,16;100;Municipal
jul/25;669;Intra Estado;Municípios;RS;Pelotas, Rio Grande, Jaguarão, Arroio Grande, Pedro Osório, Capão do Leão, Santana da Boa Vista, Piratini, Canguçu, Morro Redondo, Turuçu, São Lourenço do Sul, Cristal, Camaquã;BRs-116/392/RS;Transporte Eficiente e Sustentável;Rodovias;Investimentos das Concessões Existentes;Concessão / PPP - Obra;Em execução;141.750.515,00;93,8;Privado
jul/25;682;Intra Estado;Município;RS;Pelotas;Etapa final da obra do Antigo Grande Hotel;Infraestrutura Social e Inclusiva;Cultura;Retomada, conclusão e novas obras do Patrimônio Histórico;Obra;Em ação preparatória;0,00;;Federal
jul/25;685;Intra Estado;Municípios;RS;Porto Alegre, Canoas, Esteio, Cachoeirinha, Gravataí, Glorinha, Santo Antônio da Patrulha, Osório, Maquiné, Terra de Areia, Três Forquilhas, Três Cachoeiras, Dom Pedro de Alcântara, Torres, Nova Santa Rita, Montenegro, Triunfo, Tabaí, Paverama, Fazenda Vilanova, Bom Retiro do Sul, Estrela, Lajeado, Forquetinha, Marques de Souza, Pouso Novo, São José do Herval, Fontoura Xavier, Soledade, Mormaço, Tio Hugo, Victor Graeff, Santo Antônio do Planalto, Carazinho;BRs-101/290/448/386/RS (Div. RS/SC - Entr BR/285/377);Transporte Eficiente e Sustentável;Rodovias;Investimentos das Concessões Existentes;Concessão / PPP - Obra;Em execução;3.525.237.342,00;29,2;Privado
jul/25;704;Intra Estado;Município;RS;Porto Alegre;Restauração da antiga sede dos Correios;Infraestrutura Social e Inclusiva;Cultura;Retomada, conclusão e novas obras do Patrimônio Histórico;Obra;Em execução;8.111.923,00;12;Municipal
jul/25;724;Intra Estado;Municípios;RS;Barra do Ribeiro, Butiá, Caçapava do Sul, Camaquã, Cruz Alta, Eldorado do Sul, Júlio de Castilhos, Panambi, Pantano Grande, Porto Alegre, Salto do Jacuí, Santa Maria, Santana da Boa Vista, São Sepé;BR-116/158/290/392/RS;Transporte Eficiente e Sustentável;Rodovias;Novas Concessões;Concessão / PPP - Estudos;Em execução;12.000.000,00;65;Federal
jul/25;749;Intra Estado;Município;RS;Alvorada;Retomada - CEU das Artes;Infraestrutura Social e Inclusiva;Cultura;Retomada e conclusão de obras - CEU das Artes;Obra;Concluído;133.414,00;100;Municipal
jul/25;751;Intra Estado;Município;RS;Bagé;Retomada - CEU das Artes;Infraestrutura Social e Inclusiva;Cultura;Retomada e conclusão de obras - CEU das Artes;Obra;Em ação preparatória;383.051,00;;Municipal
jul/25;753;Intra Estado;Município;RS;Cachoeirinha;Retomada - CEU das Artes;Infraestrutura Social e Inclusiva;Cultura;Retomada e conclusão de obras - CEU das Artes;Obra;Concluído;280.228,00;100;Municipal
jul/25;755;Intra Estado;Município;RS;Pelotas;Retomada - CEU das Artes;Infraestrutura Social e Inclusiva;Cultura;Retomada e conclusão de obras - CEU das Artes;Obra;Concluído;99.902,00;100;Municipal
jul/25;757;Intra Estado;Município;RS;Rio Grande;Retomada - CEU das Artes;Infraestrutura Social e Inclusiva;Cultura;Retomada e conclusão de obras - CEU das Artes;Obra;Concluído;559.490,00;100;Municipal
jul/25;799;Intra Estado;Município;RS;Pelotas;Implantação do Museu da Cidade (Casa 6);Infraestrutura Social e Inclusiva;Cultura;Retomada, conclusão e novas obras do Patrimônio Histórico;Obra;Em ação preparatória;13.744.512,00;;Municipal
jul/25;801;Intra Estado;Município;RS;Jaguarão;Restauração da Antiga Inspetoria Veterinária;Infraestrutura Social e Inclusiva;Cultura;Retomada, conclusão e novas obras do Patrimônio Histórico;Obra;Em ação preparatória;2.947.083,00;;Municipal
jul/25;926;Intra Estado;Município;RS;São Borja;Construção da ponte sobre rio Ibicuí - BR-472/RS;Transporte Eficiente e Sustentável;Rodovias;OAE - Obras de Arte Especiais;Obra;Em ação preparatória;162.114.967,00;;Federal
jul/25;927;Intra Estado;Município;RS;Jaguarão;Restauração da Antiga Enfermaria Militar - Centro de Interpretação do Pampa - Unipampa;Infraestrutura Social e Inclusiva;Cultura;Retomada, conclusão e novas obras do Patrimônio Histórico;Obra;Em ação preparatória;11.537.800,00;;Federal
jul/25;928;Intra Estado;Município;RS;Ijuí;Adequação da travessia urbana de Ijuí - BR-285/RS;Transporte Eficiente e Sustentável;Rodovias;Planejamento, Estudos e Projetos;Estudo / Projeto;Concluído;0,00;100;Federal
jul/25;930;Intra Estado;Municípios;RS;Arroio dos Ratos, Butiá, Eldorado do Sul, Minas do Leão, Pantano Grande, Rio Pardo, São Jerônimo;Duplicação da BR-290/RS (04 lotes);Transporte Eficiente e Sustentável;Rodovias;Duplicação/Adequação;Obra;Em ação preparatória;162.391.598,61;;Federal
jul/25;932;Intra Estado;Municípios;RS;Canoas, Esteio, Novo Hamburgo, Porto Alegre, São Leopoldo, Sapucaia do Sul;Adequação da BR-116/RS (Porto Alegre - Novo Hamburgo);Transporte Eficiente e Sustentável;Rodovias;Duplicação/Adequação;Obra;Em execução;558.301.018,86;50;Federal
jul/25;933;Intra Estado;Município;RS;Jaguarão;Requalificação da Praça Dr. Alcides Marques e Largo Bandeiras;Infraestrutura Social e Inclusiva;Cultura;Retomada, conclusão e novas obras do Patrimônio Histórico;Obra;Em ação preparatória;15.731.891,00;;Municipal
jul/25;934;Intra Estado;Municípios;RS;Arambaré, Barra do Ribeiro, Camaquã, Cristal, Eldorado do Sul, Guaíba, Pelotas, Porto Alegre, São Lourenço do Sul, Sentinela do Sul, Tapes, Turuçu;Duplicação da BR-116/RS (Porto Alegre – Pelotas) (10 lotes);Transporte Eficiente e Sustentável;Rodovias;Duplicação/Adequação;Obra;Em licitação / Leilão;188.435.686,42;;Federal
jul/25;938;Intra Estado;Município;RS;Porto Alegre;Construção de acessos à 2ª ponte sobre o rio Guaíba - BR-116/290/RS;Transporte Eficiente e Sustentável;Rodovias;OAE - Obras de Arte Especiais;Obra;Em ação preparatória;157.680.582,00;;Federal
jul/25;939;Intra Estado;Município;RS;Porto Alegre;Restauração do Museu de Comunicação Social Hipólito José da Costa;Infraestrutura Social e Inclusiva;Cultura;Retomada, conclusão e novas obras do Patrimônio Histórico;Obra;Em licitação / Leilão;10.736.605,00;;Federal
jul/25;940;Intra Estado;Município;RS;Porto Xavier;Construção da Ponte Sobre o rio Uruguai em Porto Xavier - BR-392/RS;Transporte Eficiente e Sustentável;Rodovias;OAE - Obras de Arte Especiais;Obra;Em ação preparatória;246.641.577,00;;Federal
jul/25;995;Intra Estado;Município;RS;Santa Tereza;Projetos de Engenharia - Patrimônio Histórico;Infraestrutura Social e Inclusiva;Cultura;Seleção 2023 - Projetos de Restauros do Patrimônio Histórico;Estudo / Projeto / Plano;Em execução;125.000,00;0;Municipal
jul/25;1005;Intra Estado;Município;RS;São Miguel das Missões;Projetos de Engenharia - Patrimônio Histórico;Infraestrutura Social e Inclusiva;Cultura;Seleção 2023 - Projetos de Restauros do Patrimônio Histórico;Estudo / Projeto / Plano;Em licitação / Leilão;300.000,00;;Municipal
jul/25;1027;Intra Estado;Município;RS;Jaguarão;Projetos de Engenharia - Patrimônio Histórico;Infraestrutura Social e Inclusiva;Cultura;Seleção 2023 - Projetos de Restauros do Patrimônio Histórico;Estudo / Projeto / Plano;Em licitação / Leilão;177.883,58;;Estadual
jul/25;1056;Intra Estado;Município;RS;Santa Maria;Aeroporto de Santa Maria-RS: Reforma e Ampliação do Terminal;Transporte Eficiente e Sustentável;Aeroportos;Novas obras;Obra;Em ação preparatória;18.500.000,00;;Municipal
jul/25;1065;Intra Estado;Município;RS;General Câmara;Projetos de Engenharia - Patrimônio Histórico;Infraestrutura Social e Inclusiva;Cultura;Seleção 2023 - Projetos de Restauros do Patrimônio Histórico;Estudo / Projeto / Plano;Em execução;300.000,00;0;Municipal
jul/25;1094;Intra Estado;Município;RS;Pelotas;Investimentos no Porto de Pelotas: 1 Arrendamento Vigente;Transporte Eficiente e Sustentável;Portos;Arrendamentos Existentes;Obra;Concluído;19.474.845,00;100;Privado
jul/25;1110;Intra Estado;Município;RS;Bagé;Investimentos no Aeroporto de Bagé-RS;Transporte Eficiente e Sustentável;Aeroportos;Investimentos das Concessões Existentes;Obra;Concluído;5.986.041,00;100;Privado
jul/25;1135;Intra Estado;Município;RS;Rio Grande;Projetos de Engenharia - Patrimônio Histórico;Infraestrutura Social e Inclusiva;Cultura;Seleção 2023 - Projetos de Restauros do Patrimônio Histórico;Estudo / Projeto / Plano;Em licitação / Leilão;180.657,97;;Municipal
jul/25;1160;Intra Estado;Município;RS;Pelotas;Investimentos no Aeroporto de Pelotas-RS;Transporte Eficiente e Sustentável;Aeroportos;Investimentos das Concessões Existentes;Obra;Concluído;7.518.816,00;100;Privado
jul/25;1196;Intra Estado;Município;RS;Uruguaiana;Investimentos no Aeroporto de Uruguaiana-RS;Transporte Eficiente e Sustentável;Aeroportos;Investimentos das Concessões Existentes;Obra;Concluído;24.109.671,00;100;Privado
jul/25;1230;Intra Estado;Municípios;RS;Pelotas, Rio Grande, Santa Vitória do Palmar;Dragagem e Sinalização Náutica da Lagoa Mirim;Transporte Eficiente e Sustentável;Hidrovias;Dragagem;Obra;Em execução;32.499.999,00;0;Federal
jul/25;1236;Intra Estado;Município;RS;General Câmara;Eclusa Amarópolis/RS - Modernização;Transporte Eficiente e Sustentável;Hidrovias;Eclusa - Modernização;Obra;Em execução;159.999.999,99;0,4;Federal
jul/25;1238;Intra Estado;Município;RS;Rio Pardo;Eclusa Anel de Dom Marco/RS - Modernização;Transporte Eficiente e Sustentável;Hidrovias;Eclusa - Modernização;Obra;Em ação preparatória;87.200.000,00;;Federal
jul/25;1239;Intra Estado;Município;RS;Farroupilha;CEU da Cultura;Infraestrutura Social e Inclusiva;Cultura;Seleção 2023 - CEUs da Cultura;Obra;Em ação preparatória;2.000.000,00;;Estadual
jul/25;1240;Intra Estado;Município;RS;Bom Retiro do Sul;Eclusa Bom Retiro do Sul/RS - Modernização;Transporte Eficiente e Sustentável;Hidrovias;Eclusa - Modernização;Obra;Em ação preparatória;84.522.163,07;;Federal
jul/25;1241;Intra Estado;Município;RS;Novo Hamburgo;CEU da Cultura;Infraestrutura Social e Inclusiva;Cultura;Seleção 2023 - CEUs da Cultura;Obra;Em ação preparatória;2.000.000,00;;Estadual
jul/25;1247;Intra Estado;Município;RS;Estância Velha;CEU da Cultura;Infraestrutura Social e Inclusiva;Cultura;Seleção 2023 - CEUs da Cultura;Obra;Em ação preparatória;2.000.000,00;;Estadual
jul/25;1251;Intra Estado;Município;RS;Viamão;CEU da Cultura;Infraestrutura Social e Inclusiva;Cultura;Seleção 2023 - CEUs da Cultura;Obra;Em ação preparatória;2.000.000,00;;Estadual
jul/25;1253;Intra Estado;Município;RS;Guaíba;CEU da Cultura;Infraestrutura Social e Inclusiva;Cultura;Seleção 2023 - CEUs da Cultura;Obra;Em ação preparatória;2.000.000,00;;Estadual
jul/25;1255;Intra Estado;Município;RS;São Leopoldo;CEU da Cultura;Infraestrutura Social e Inclusiva;Cultura;Seleção 2023 - CEUs da Cultura;Obra;Em ação preparatória;2.000.000,00;;Estadual
jul/25;1259;Intra Estado;Município;RS;Canoas;CEU da Cultura;Infraestrutura Social e Inclusiva;Cultura;Seleção 2023 - CEUs da Cultura;Obra;Em ação preparatória;2.000.000,00;;Estadual
jul/25;1261;Intra Estado;Município;RS;São Sebastião do Caí;CEU da Cultura;Infraestrutura Social e Inclusiva;Cultura;Seleção 2023 - CEUs da Cultura;Obra;Em ação preparatória;2.000.000,00;;Estadual
jul/25;1327;Intra Estado;Município;RS;Caxias do Sul;CEU da Cultura;Infraestrutura Social e Inclusiva;Cultura;Seleção 2023 - CEUs da Cultura;Obra;Em ação preparatória;2.000.000,00;;Estadual
jul/25;1354;Intra Estado;Municípios;RS;Cachoeira do Sul, General Câmara, Rio Pardo, Bom Retiro do Sul;"""Crema"" das Eclusas do Sul";Transporte Eficiente e Sustentável;Hidrovias;Eclusa - Operação e Manutenção;Obra;Em execução;30.195.684,87;65,9;Federal
jul/25;1382;Intra Estado;Município;RS;Porto Alegre;Investimento no Porto de Porto Alegre: 3 Novos Arrendamentos;Transporte Eficiente e Sustentável;Portos;Novos Arrendamentos;Concessão / PPP;Em ação preparatória;17.045.250,00;;Privado
jul/25;1384;Intra Estado;Município;RS;Porto Alegre;Investimento no Porto de Porto Alegre: 3 Novos Arrendamentos;Transporte Eficiente e Sustentável;Portos;Novos Arrendamentos;Concessão / PPP;Concluído;16.099.077,00;100;Privado
jul/25;1386;Intra Estado;Município;RS;Porto Alegre;Investimento no Porto de Porto Alegre: 3 Novos Arrendamentos;Transporte Eficiente e Sustentável;Portos;Novos Arrendamentos;Concessão / PPP;Em licitação / Leilão;5.002.263,00;;Privado
jul/25;1410;Intra Estado;Município;RS;Rio Grande;Porto de Rio Grande: Pavimentação Interna;Transporte Eficiente e Sustentável;Portos;Acessos Terrestres;Obra;Concluído;10.000.000,00;100;Federal
jul/25;1412;Intra Estado;Município;RS;Rio Grande;Porto de Rio Grande: Implantação de Sistema de Tráfego Portuário VTS;Transporte Eficiente e Sustentável;Portos;Sistemas e Inovações Tecnológicas;Obra;Em execução;16.800.000,00;45;Federal
jul/25;1418;Intra Estado;Município;RS;Rio Grande;Investimentos no Porto de Rio Grande: 2 Arrendamentos Vigentes;Transporte Eficiente e Sustentável;Portos;Novos Arrendamentos;Concessão / PPP;Concluído;26.951.232,00;100;Privado
jul/25;1462;Intra Estado;Município;RS;Rio Grande;Investimentos no Porto de Rio Grande: 2 Arrendamentos Vigentes;Transporte Eficiente e Sustentável;Portos;Arrendamentos Existentes;Obra;Concluído;7.010.517,00;100;Privado
jul/25;1506;Intra Estado;Municípios;RS;Erechim, Gaurama, Marcelino Ramos, Severiano de Almeida, Três Arroios;Construção da BR-153/RS;Transporte Eficiente e Sustentável;Rodovias;Planejamento, Estudos e Projetos;Estudo / Projeto;Em execução;0,00;94;Federal
jul/25;1508;Intra Estado;Municípios;RS;Canoas, Esteio, Porto Alegre, Sapucaia do Sul;Construção do prolongamento da BR-448/RS;Transporte Eficiente e Sustentável;Rodovias;Planejamento, Estudos e Projetos;Estudo / Projeto;Em execução;0,00;50;Federal
jul/25;1544;Intra Estado;Município;RS;Passo Fundo;Duplicação da BR-285/RS (Passo Fundo);Transporte Eficiente e Sustentável;Rodovias;Planejamento, Estudos e Projetos;Estudo / Projeto;Em execução;0,00;36,9;Federal
jul/25;1552;Intra Estado;Município;RS;Jaguarão;Construção da Ponte Fronteira Brasil-Uruguai (Jaguarão - BR-116/RS);Transporte Eficiente e Sustentável;Rodovias;OAE - Obras de Arte Especiais;Obra;Em execução;157.751.499,00;5;Federal
jul/25;1565;Intra Estado;Município;RS;Alvorada;CEU da Cultura;Infraestrutura Social e Inclusiva;Cultura;Seleção 2023 - CEUs da Cultura;Obra;Em licitação / Leilão;2.000.000,00;;Estadual
jul/25;1585;Intra Estado;Município;RS;Uruguaiana;Restauração da Ponte Uruguaiana – Passo de Los Libres - BR-290/RS;Transporte Eficiente e Sustentável;Rodovias;Planejamento, Estudos e Projetos;Estudo / Projeto;Em ação preparatória;0,00;;Federal
jul/25;1644;Intra Estado;Município;RS;Rio Grande;Conversão da Refinaria de Petróleo Riograndense em Biorrefinaria;Transição e Segurança Energética;Combustíveis de baixo carbono;Estudos para transição energética;Estudo / Projeto / Plano;Concluído;45.000.000,00;100;Privado
jul/25;1723;Intra Estado;Municípios;RS;Rio Grande, São José do Norte;Construção de ponte entre São José do Norte e Rio Grande - BR-101/392/RS ;Transporte Eficiente e Sustentável;Rodovias;Planejamento, Estudos e Projetos;Estudo / Projeto;Em licitação / Leilão;0,00;;Federal
jul/25;1736;Intra Estado;Município;RS;Rio Grande;Galerias e Canalização;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Retomada, conclusão e novas obras - Drenagem;Obra;Em execução;7.123.350,00;89,4;Municipal
jul/25;1744;Intra Estado;Município;RS;Novo Hamburgo;Ampliação do Sistema de Abastecimento de Água (SAA);Água Para Todos;Abastecimento de água;Retomada, conclusão e novas obras;Obra;Em execução;6.881.045,00;66,2;Municipal
jul/25;1745;Intra Estado;Município;RS;Novo Hamburgo;Ampliação do Sistema de Esgotamento Sanitário (SES) - Bacia do Arroio Luiz Rau e do Arrio Pampa;Cidades Sustentáveis e Resilientes;Esgotamento sanitário;Retomada, conclusão e novas obras;Obra;Em ação preparatória;26.237.330,00;;Municipal
jul/25;1754;Intra Estado;Municípios;RS;Cachoeirinha, Gravataí;Ampliação do Sistema de Esgotamento Sanitário (SES) e da Estação de Tratamento de Esgoto (ETE) Freeway - Cahoeirinha e Gravataí;Cidades Sustentáveis e Resilientes;Esgotamento sanitário;Retomada, conclusão e novas obras;Obra;Em ação preparatória;20.299.043,00;;Estadual
